NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOCC_ASTROCYTE_PROJECTION	17		Rejected!	
GOCC_ASTROCYTE_END_FOOT	6		Rejected!	
GOCC_HIPPOCAMPAL_MOSSY_FIBER	5		Rejected!	
GOCC_RIBBON_SYNAPSE	7		Rejected!	
GOCC_MULTIVESICULAR_BODY_LUMEN	7		Rejected!	
GOCC_GEMINI_OF_COILED_BODIES	12		Rejected!	
GOCC_CARDIAC_MYOFIBRIL	7		Rejected!	
GOCC_SPERM_PLASMA_MEMBRANE	11		Rejected!	
GOCC_SPLICEOSOMAL_TRI_SNRNP_COMPLEX	43	32		
GOCC_CILIARY_TRANSITION_FIBER	9		Rejected!	
GOCC_CILIARY_TIP	47	44		
GOCC_CILIARY_BASE	35	29		
GOCC_TRANSCRIPTION_PREINITIATION_COMPLEX	10		Rejected!	
GOCC_G_PROTEIN_COUPLED_RECEPTOR_COMPLEX	9		Rejected!	
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	5		Rejected!	
GOCC_9PLUS2_MOTILE_CILIUM	120	87		
GOCC_NON_MOTILE_CILIUM	159	105		
GOCC_9PLUS0_NON_MOTILE_CILIUM	125	84		
GOCC_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX	18		Rejected!	
GOCC_DEUTEROSOME	5		Rejected!	
GOCC_SIDE_OF_MEMBRANE	605	465		
GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	29	25		
GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	15		Rejected!	
GOCC_CYTOPLASMIC_SIDE_OF_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	5		Rejected!	
GOCC_CYTOPLASMIC_SIDE_OF_MEMBRANE	191	170		
GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	44	35		
GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_MEMBRANE	86	80		
GOCC_CYTOPLASMIC_SIDE_OF_LYSOSOMAL_MEMBRANE	5		Rejected!	
GOCC_LUMENAL_SIDE_OF_MEMBRANE	36	31		
GOCC_PLASMA_MEMBRANE_REGION	1208		Rejected!	
GOCC_EXTERNAL_SIDE_OF_APICAL_PLASMA_MEMBRANE	5		Rejected!	
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	36	34		
GOCC_COMPLEX_OF_COLLAGEN_TRIMERS	21		Rejected!	
GOCC_BASEMENT_MEMBRANE_COLLAGEN_TRIMER	9		Rejected!	
GOCC_PHOTORECEPTOR_RIBBON_SYNAPSE	5		Rejected!	
GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	67	46		
GOCC_HIPPOCAMPAL_MOSSY_FIBER_TO_CA3_SYNAPSE	30	18		
GOCC_CHROMOSOMAL_REGION	345	305		
GOCC_PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE	12		Rejected!	
GOCC_GLYCINERGIC_SYNAPSE	6		Rejected!	
GOCC_DOPAMINERGIC_SYNAPSE	9		Rejected!	
GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT	887		Rejected!	
GOCC_PRESYNAPSE	487	363		
GOCC_POSTSYNAPSE	604	464		
GOCC_MEMBRANE_PROTEIN_COMPLEX	1319		Rejected!	
GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	701	450		
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	265	255		
GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	23	20		
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	142	135		
GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	310	167		
GOCC_RESPIRATORY_CHAIN_COMPLEX	87	80		
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_MEMBRANE	5		Rejected!	
GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	13		Rejected!	
GOCC_PRESYNAPTIC_ENDOCYTIC_ZONE	7		Rejected!	
GOCC_POSTSYNAPTIC_RECYCLING_ENDOSOME	8		Rejected!	
GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	86	53		
GOCC_POSTSYNAPTIC_ENDOCYTIC_ZONE	10		Rejected!	
GOCC_POSTSYNAPTIC_ENDOCYTIC_ZONE_MEMBRANE	5		Rejected!	
GOCC_POSTSYNAPTIC_ENDOSOME	15	15		
GOCC_MEMBRANE_MICRODOMAIN	323	276		
GOCC_ACTIN_BASED_CELL_PROJECTION	216	177		
GOCC_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	156	120		
GOCC_POSTSYNAPTIC_ACTIN_CYTOSKELETON	5		Rejected!	
GOCC_NEUROTRANSMITTER_RECEPTOR_COMPLEX	50	30		
GOCC_EXTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	5		Rejected!	
GOCC_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	64	35		
GOCC_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	5		Rejected!	
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	105	55		
GOCC_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	15		Rejected!	
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	69	37		
GOCC_GLUTAMATERGIC_SYNAPSE	308	222		
GOCC_CHOLINERGIC_SYNAPSE	7		Rejected!	
GOCC_GABA_ERGIC_SYNAPSE	64	35		
GOCC_NEURON_TO_NEURON_SYNAPSE	342	271		
GOCC_ASYMMETRIC_GLUTAMATERGIC_EXCITATORY_SYNAPSE	6		Rejected!	
GOCC_NEURONAL_DENSE_CORE_VESICLE	13		Rejected!	
GOCC_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	13		Rejected!	
GOCC_NEURONAL_DENSE_CORE_VESICLE_MEMBRANE	5		Rejected!	
GOCC_VESICLE_TETHERING_COMPLEX	73	68		
GOCC_ANCHORED_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	5		Rejected!	
GOCC_ANCHORED_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	8		Rejected!	
GOCC_INTEGRAL_COMPONENT_OF_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	12		Rejected!	
GOCC_BORC_COMPLEX	8		Rejected!	
GOCC_SUPRAMOLECULAR_COMPLEX	1296		Rejected!	
GOCC_SUPRAMOLECULAR_POLYMER	980		Rejected!	
GOCC_SYNAPTONEMAL_STRUCTURE	42	35		
GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	14		Rejected!	
GOCC_POSTSYNAPTIC_DENSITY_INTRACELLULAR_COMPONENT	11		Rejected!	
GOCC_ANCHORED_COMPONENT_OF_SYNAPTIC_MEMBRANE	12		Rejected!	
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE	50	28		
GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	140	75		
GOCC_EXTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	9		Rejected!	
GOCC_SECRETORY_VESICLE	1004		Rejected!	
GOCC_POLYMERIC_CYTOSKELETAL_FIBER	746		Rejected!	
GOCC_REGION_OF_CYTOSOL	21	19		
GOCC_PRESYNAPTIC_CYTOSOL	11		Rejected!	
GOCC_POSTSYNAPTIC_CYTOSOL	16		Rejected!	
GOCC_CYTOPLASMIC_REGION	258	233		
GOCC_PRESYNAPTIC_CYTOSKELETON	9		Rejected!	
GOCC_POSTSYNAPTIC_CYTOSKELETON	8		Rejected!	
GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	109	66		
GOCC_CELL_CORTEX_REGION	41	37		
GOCC_FICOLIN_1_RICH_GRANULE	185	179		
GOCC_FICOLIN_1_RICH_GRANULE_MEMBRANE	61	56		
GOCC_CHAPERONE_COMPLEX	28	26		
GOCC_SUMO_LIGASE_COMPLEX	8		Rejected!	
GOCC_STEREOCILIUM_BASE	5		Rejected!	
GOCC_CENTRIOLAR_SUBDISTAL_APPENDAGE	10		Rejected!	
GOCC_NEURON_PROJECTION_CYTOPLASM	86	81		
GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX	111	82		
GOCC_LSM2_8_COMPLEX	7		Rejected!	
GOCC_ROD_PHOTORECEPTOR_OUTER_SEGMENT	5		Rejected!	
GOCC_KICSTOR_COMPLEX	5		Rejected!	
GOCC_ENDOPLASMIC_RETICULUM_PLASMA_MEMBRANE_CONTACT_SITE	10		Rejected!	
GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX	1234		Rejected!	
GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX	127	119		
GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	733		Rejected!	
GOCC_ENZYME_ACTIVATOR_COMPLEX	5		Rejected!	
GOCC_DISTAL_AXON	287	224		
GOCC_POSTSYNAPTIC_GOLGI_APPARATUS	6		Rejected!	
GOCC_CATALYTIC_COMPLEX	1394		Rejected!	
GOCC_ENDORIBONUCLEASE_COMPLEX	31	29		
GOCC_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX	47	43		
GOCC_GABA_RECEPTOR_COMPLEX	20		Rejected!	
GOCC_PROTEIN_KINASE_COMPLEX	104	98		
GOCC_PHOSPHATASE_COMPLEX	51	49		
GOCC_CALCITONIN_FAMILY_RECEPTOR_COMPLEX	5		Rejected!	
GOCC_PEPTIDASE_INHIBITOR_COMPLEX	5		Rejected!	
GOCC_AXON_CYTOPLASM	58	56		
GOCC_TERTIARY_GRANULE_LUMEN	55	52		
GOCC_FICOLIN_1_RICH_GRANULE_LUMEN	124	123		
GOCC_ATPASE_COMPLEX	103	95		
GOCC_INTEGRAL_COMPONENT_OF_LYSOSOMAL_MEMBRANE	7		Rejected!	
GOCC_ENDODEOXYRIBONUCLEASE_COMPLEX	6		Rejected!	
GOCC_EXORIBONUCLEASE_COMPLEX	26	26		
GOCC_GTPASE_COMPLEX	34	25		
GOCC_PEPTIDASE_COMPLEX	92	87		
GOCC_ENDOPEPTIDASE_COMPLEX	68	67		
GOCC_MITOTIC_SPINDLE_MIDZONE	14		Rejected!	
GOCC_PERICILIARY_MEMBRANE_COMPARTMENT	6		Rejected!	
GOCC_SPERMATOPROTEASOME_COMPLEX	5		Rejected!	
GOCC_MESSENGER_RIBONUCLEOPROTEIN_COMPLEX	10		Rejected!	
GOCC_GATOR1_COMPLEX	6		Rejected!	
GOCC_OXIDOREDUCTASE_COMPLEX	111	102		
GOCC_TRANSFERASE_COMPLEX	767		Rejected!	
GOCC_UNIPLEX_COMPLEX	6		Rejected!	
GOCC_ATG1_ULK1_KINASE_COMPLEX	8		Rejected!	
GOCC_TRANSPORTER_COMPLEX	338	223		
GOCC_DNA_REPAIR_COMPLEX	40	34		
GOCC_3M_COMPLEX	5		Rejected!	
GOCC_L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	12		Rejected!	
GOCC_OMEGASOME	5		Rejected!	
GOCC_MITOTIC_SPINDLE_MICROTUBULE	13		Rejected!	
GOCC_PHOSPHOLIPID_TRANSLOCATING_ATPASE_COMPLEX	7		Rejected!	
GOCC_PROXIMAL_DENDRITE	6		Rejected!	
GOCC_HFE_TRANSFERRIN_RECEPTOR_COMPLEX	8		Rejected!	
GOCC_LSM1_7_PAT1_COMPLEX	5		Rejected!	
GOCC_MICROVESICLE	5		Rejected!	
GOCC_EARP_COMPLEX	5		Rejected!	
GOCC_MICROTUBULE_END	32	32		
GOCC_RIBONUCLEOPROTEIN_COMPLEX	724		Rejected!	
GOCC_BETA_CATENIN_TCF_COMPLEX	13		Rejected!	
GOCC_WNT_SIGNALOSOME	12		Rejected!	
GOCC_SPERM_HEAD_PLASMA_MEMBRANE	6		Rejected!	
